Memulai Server OPC UA
Endpoints other than open requested but private key and certificate are not set.
Listening on 10.0.2.2:4840
Memulai Modbus Gateway di 0.0.0.0:5020


[2026-05-17 01:08:34] [iter 1] [Bus 1] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, PF=0.0000, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-17 01:15:48] [iter 109] [Bus 5] P/Q/CMD -> V_in=1.0050 pu, I_in=500.4667 A, PF=0.9730, V_out=1.0050 pu, I_out=500.4667 A, V_DT=1.0081 pu, P=93.2411 MW, Q=22.1177 MVar


[2026-05-17 01:15:52] [iter 110] [Bus 1] P/Q/CMD -> V_in=1.0130 pu, I_in=773.3667 A, PF=0.9661, V_out=1.0130 pu, I_out=773.3667 A, V_DT=1.0200 pu, P=144.2017 MW, Q=38.5346 MVar
[2026-05-17 01:15:52] [iter 110] [Bus 2] P/Q/CMD -> V_in=1.0110 pu, I_in=356.7000 A, PF=0.9352, V_out=1.0110 pu, I_out=356.7000 A, V_DT=1.0092 pu, P=64.2558 MW, Q=24.3309 MVar
[2026-05-17 01:15:52] [iter 110] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=385.6333 A, PF=0.8846, V_out=1.0070 pu, I_out=385.6333 A, V_DT=1.0063 pu, P=65.4492 MW, Q=34.5040 MVar
[2026-05-17 01:15:52] [iter 110] [Bus 4] P/Q/CMD -> V_in=1.0120 pu, I_in=482.2333 A, PF=0.8621, V_out=1.0120 pu, I_out=482.2333 A, V_DT=1.0100 pu, P=80.1583 MW, Q=47.1167 MVar
[2026-05-17 01:15:52] [iter 110] [Bus 5] P/Q/CMD -> V_in=1.0100 pu, I_in=508.1000 A, PF=0.9691, V_out=1.0100 pu, I_out=508.1000 A, V_DT=1.0081 pu, P=94.7529 MW, Q=24.1178 MVar


[2026-05-17 01:15:56] [iter 111] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=768.0667 A, PF=0.9641, V_out=1.0200 pu, I_out=768.0667 A, V_DT=1.0200 pu, P=143.9045 MW, Q=39.6352 MVar
[2026-05-17 01:15:56] [iter 111] [Bus 2] P/Q/CMD -> V_in=1.0080 pu, I_in=415.5333 A, PF=0.9321, V_out=1.0080 pu, I_out=415.5333 A, V_DT=1.0104 pu, P=74.3845 MW, Q=28.9048 MVar
[2026-05-17 01:15:56] [iter 111] [Bus 3] P/Q/CMD -> V_in=1.0050 pu, I_in=344.6667 A, PF=0.9367, V_out=1.0050 pu, I_out=344.6667 A, V_DT=1.0075 pu, P=61.8186 MW, Q=23.1074 MVar
[2026-05-17 01:15:56] [iter 111] [Bus 4] P/Q/CMD -> V_in=1.0140 pu, I_in=471.5000 A, PF=0.8867, V_out=1.0140 pu, I_out=471.5000 A, V_DT=1.0100 pu, P=80.7699 MW, Q=42.1152 MVar
[2026-05-17 01:15:56] [iter 111] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=466.7000 A, PF=0.9560, V_out=1.0080 pu, I_out=466.7000 A, V_DT=1.0080 pu, P=85.6859 MW, Q=26.2943 MVar


[2026-05-17 01:16:00] [iter 112] [Bus 1] P/Q/CMD -> V_in=1.0230 pu, I_in=907.9667 A, PF=0.9707, V_out=1.0230 pu, I_out=907.9667 A, V_DT=1.0200 pu, P=171.7845 MW, Q=42.5249 MVar
[2026-05-17 01:16:00] [iter 112] [Bus 2] P/Q/CMD -> V_in=1.0120 pu, I_in=374.5000 A, PF=0.9243, V_out=1.0120 pu, I_out=374.5000 A, V_DT=1.0104 pu, P=66.7419 MW, Q=27.5594 MVar
[2026-05-17 01:16:00] [iter 112] [Bus 3] P/Q/CMD -> V_in=1.0040 pu, I_in=527.0000 A, PF=0.8907, V_out=1.0040 pu, I_out=527.0000 A, V_DT=1.0081 pu, P=89.7902 MW, Q=45.8267 MVar
[2026-05-17 01:16:00] [iter 112] [Bus 4] P/Q/CMD -> V_in=1.0140 pu, I_in=509.6667 A, PF=0.8159, V_out=1.0140 pu, I_out=509.6667 A, V_DT=1.0100 pu, P=80.3368 MW, Q=56.9312 MVar
[2026-05-17 01:16:00] [iter 112] [Bus 5] P/Q/CMD -> V_in=1.0050 pu, I_in=494.5333 A, PF=0.9743, V_out=1.0050 pu, I_out=494.5333 A, V_DT=1.0081 pu, P=92.2588 MW, Q=21.3299 MVar


[2026-05-17 01:16:04] [iter 113] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=850.9000 A, PF=0.9676, V_out=1.0180 pu, I_out=850.9000 A, V_DT=1.0200 pu, P=159.6892 MW, Q=41.6697 MVar
[2026-05-17 01:16:04] [iter 113] [Bus 2] P/Q/CMD -> V_in=1.0140 pu, I_in=416.5333 A, PF=0.9181, V_out=1.0140 pu, I_out=416.5333 A, V_DT=1.0091 pu, P=73.8807 MW, Q=31.8947 MVar
[2026-05-17 01:16:04] [iter 113] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=431.8000 A, PF=0.9205, V_out=1.0070 pu, I_out=431.8000 A, V_DT=1.0056 pu, P=76.2587 MW, Q=32.3710 MVar
[2026-05-17 01:16:04] [iter 113] [Bus 4] P/Q/CMD -> V_in=1.0130 pu, I_in=469.0667 A, PF=0.8873, V_out=1.0130 pu, I_out=469.0667 A, V_DT=1.0100 pu, P=80.3282 MW, Q=41.7522 MVar
[2026-05-17 01:16:04] [iter 113] [Bus 5] P/Q/CMD -> V_in=1.0060 pu, I_in=473.4333 A, PF=0.9844, V_out=1.0060 pu, I_out=473.4333 A, V_DT=1.0082 pu, P=89.3268 MW, Q=15.9657 MVar


[2026-05-17 01:16:08] [iter 114] [Bus 1] P/Q/CMD -> V_in=1.0240 pu, I_in=910.4000 A, PF=0.9752, V_out=1.0240 pu, I_out=910.4000 A, V_DT=1.0200 pu, P=173.2125 MW, Q=39.3113 MVar
[2026-05-17 01:16:08] [iter 114] [Bus 2] P/Q/CMD -> V_in=1.0120 pu, I_in=448.4667 A, PF=0.9244, V_out=1.0120 pu, I_out=448.4667 A, V_DT=1.0095 pu, P=79.9326 MW, Q=32.9817 MVar
[2026-05-17 01:16:08] [iter 114] [Bus 3] P/Q/CMD -> V_in=1.0080 pu, I_in=438.1667 A, PF=0.9349, V_out=1.0080 pu, I_out=438.1667 A, V_DT=1.0068 pu, P=78.6717 MW, Q=29.8657 MVar
[2026-05-17 01:16:08] [iter 114] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=471.5333 A, PF=0.8853, V_out=1.0110 pu, I_out=471.5333 A, V_DT=1.0100 pu, P=80.4095 MW, Q=42.2366 MVar
[2026-05-17 01:16:08] [iter 114] [Bus 5] P/Q/CMD -> V_in=1.0030 pu, I_in=486.7333 A, PF=0.9879, V_out=1.0030 pu, I_out=486.7333 A, V_DT=1.0084 pu, P=91.8879 MW, Q=14.4256 MVar


[2026-05-17 01:16:12] [iter 115] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=772.0000 A, PF=0.9589, V_out=1.0200 pu, I_out=772.0000 A, V_DT=1.0200 pu, P=143.8613 MW, Q=42.5694 MVar
[2026-05-17 01:16:12] [iter 115] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=319.8667 A, PF=0.9169, V_out=1.0090 pu, I_out=319.8667 A, V_DT=1.0093 pu, P=56.3813 MW, Q=24.5422 MVar
[2026-05-17 01:16:12] [iter 115] [Bus 3] P/Q/CMD -> V_in=1.0130 pu, I_in=466.2667 A, PF=0.8941, V_out=1.0130 pu, I_out=466.2667 A, V_DT=1.0067 pu, P=80.4606 MW, Q=40.3039 MVar
[2026-05-17 01:16:12] [iter 115] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=494.7000 A, PF=0.8364, V_out=1.0100 pu, I_out=494.7000 A, V_DT=1.0100 pu, P=79.6215 MW, Q=52.1785 MVar
[2026-05-17 01:16:12] [iter 115] [Bus 5] P/Q/CMD -> V_in=1.0130 pu, I_in=474.0000 A, PF=0.9530, V_out=1.0130 pu, I_out=474.0000 A, V_DT=1.0084 pu, P=87.1834 MW, Q=27.7167 MVar


[2026-05-17 01:16:16] [iter 116] [Bus 1] P/Q/CMD -> V_in=1.0190 pu, I_in=726.3000 A, PF=0.9636, V_out=1.0190 pu, I_out=726.3000 A, V_DT=1.0200 pu, P=135.8752 MW, Q=37.6982 MVar
[2026-05-17 01:16:16] [iter 116] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=276.1333 A, PF=0.9360, V_out=1.0100 pu, I_out=276.1333 A, V_DT=1.0101 pu, P=49.7358 MW, Q=18.7041 MVar
[2026-05-17 01:16:16] [iter 116] [Bus 3] P/Q/CMD -> V_in=1.0080 pu, I_in=448.0000 A, PF=0.9062, V_out=1.0080 pu, I_out=448.0000 A, V_DT=1.0067 pu, P=77.9679 MW, Q=36.3812 MVar
[2026-05-17 01:16:16] [iter 116] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=461.8333 A, PF=0.9009, V_out=1.0100 pu, I_out=461.8333 A, V_DT=1.0100 pu, P=80.0639 MW, Q=38.5724 MVar
[2026-05-17 01:16:16] [iter 116] [Bus 5] P/Q/CMD -> V_in=1.0050 pu, I_in=466.7333 A, PF=0.9783, V_out=1.0050 pu, I_out=466.7333 A, V_DT=1.0080 pu, P=87.4300 MW, Q=18.5167 MVar


[2026-05-17 01:16:20] [iter 117] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=867.4333 A, PF=0.9822, V_out=1.0180 pu, I_out=867.4333 A, V_DT=1.0200 pu, P=165.2483 MW, Q=31.6025 MVar
[2026-05-17 01:16:20] [iter 117] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=393.2667 A, PF=0.9363, V_out=1.0090 pu, I_out=393.2667 A, V_DT=1.0109 pu, P=70.7859 MW, Q=26.5514 MVar
[2026-05-17 01:16:20] [iter 117] [Bus 3] P/Q/CMD -> V_in=1.0040 pu, I_in=435.4667 A, PF=0.9632, V_out=1.0040 pu, I_out=435.4667 A, V_DT=1.0075 pu, P=80.2340 MW, Q=22.3897 MVar
[2026-05-17 01:16:20] [iter 117] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=468.4333 A, PF=0.8841, V_out=1.0100 pu, I_out=468.4333 A, V_DT=1.0100 pu, P=79.6937 MW, Q=42.1227 MVar
[2026-05-17 01:16:20] [iter 117] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=498.0667 A, PF=0.9750, V_out=1.0070 pu, I_out=498.0667 A, V_DT=1.0083 pu, P=93.1697 MW, Q=21.2336 MVar


[2026-05-17 01:16:24] [iter 118] [Bus 1] P/Q/CMD -> V_in=1.0220 pu, I_in=813.7000 A, PF=0.9823, V_out=1.0220 pu, I_out=813.7000 A, V_DT=1.0200 pu, P=155.6369 MW, Q=29.6784 MVar
[2026-05-17 01:16:24] [iter 118] [Bus 2] P/Q/CMD -> V_in=1.0110 pu, I_in=371.8000 A, PF=0.9747, V_out=1.0110 pu, I_out=371.8000 A, V_DT=1.0103 pu, P=69.8047 MW, Q=16.0075 MVar
[2026-05-17 01:16:24] [iter 118] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=408.8333 A, PF=0.9290, V_out=1.0070 pu, I_out=408.8333 A, V_DT=1.0077 pu, P=72.8693 MW, Q=29.0285 MVar
[2026-05-17 01:16:24] [iter 118] [Bus 4] P/Q/CMD -> V_in=1.0090 pu, I_in=447.8000 A, PF=0.9209, V_out=1.0090 pu, I_out=447.8000 A, V_DT=1.0100 pu, P=79.2759 MW, Q=33.5559 MVar
[2026-05-17 01:16:24] [iter 118] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=481.3667 A, PF=0.9863, V_out=1.0070 pu, I_out=481.3667 A, V_DT=1.0082 pu, P=91.0894 MW, Q=15.2350 MVar


[2026-05-17 01:16:28] [iter 119] [Bus 1] P/Q/CMD -> V_in=1.0210 pu, I_in=820.8000 A, PF=0.9618, V_out=1.0210 pu, I_out=820.8000 A, V_DT=1.0200 pu, P=153.5682 MW, Q=43.7095 MVar
[2026-05-17 01:16:28] [iter 119] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=432.5667 A, PF=0.9057, V_out=1.0100 pu, I_out=432.5667 A, V_DT=1.0109 pu, P=75.3897 MW, Q=35.2867 MVar
[2026-05-17 01:16:28] [iter 119] [Bus 3] P/Q/CMD -> V_in=1.0030 pu, I_in=371.3667 A, PF=0.9077, V_out=1.0030 pu, I_out=371.3667 A, V_DT=1.0080 pu, P=64.4169 MW, Q=29.7792 MVar
[2026-05-17 01:16:28] [iter 119] [Bus 4] P/Q/CMD -> V_in=1.0050 pu, I_in=477.5000 A, PF=0.8641, V_out=1.0050 pu, I_out=477.5000 A, V_DT=1.0100 pu, P=79.0054 MW, Q=46.0190 MVar
[2026-05-17 01:16:28] [iter 119] [Bus 5] P/Q/CMD -> V_in=1.0020 pu, I_in=495.5333 A, PF=0.9728, V_out=1.0020 pu, I_out=495.5333 A, V_DT=1.0084 pu, P=92.0275 MW, Q=21.9139 MVar


[2026-05-17 01:16:32] [iter 120] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=816.0000 A, PF=0.9750, V_out=1.0180 pu, I_out=816.0000 A, V_DT=1.0200 pu, P=154.3106 MW, Q=35.1678 MVar
[2026-05-17 01:16:32] [iter 120] [Bus 2] P/Q/CMD -> V_in=1.0050 pu, I_in=335.7667 A, PF=0.9099, V_out=1.0050 pu, I_out=335.7667 A, V_DT=1.0096 pu, P=58.4993 MW, Q=26.6701 MVar
[2026-05-17 01:16:32] [iter 120] [Bus 3] P/Q/CMD -> V_in=1.0040 pu, I_in=445.0667 A, PF=0.9430, V_out=1.0040 pu, I_out=445.0667 A, V_DT=1.0072 pu, P=80.2830 MW, Q=28.3326 MVar
[2026-05-17 01:16:32] [iter 120] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=484.0000 A, PF=0.8626, V_out=1.0100 pu, I_out=484.0000 A, V_DT=1.0100 pu, P=80.3396 MW, Q=47.1165 MVar
[2026-05-17 01:16:32] [iter 120] [Bus 5] P/Q/CMD -> V_in=1.0130 pu, I_in=508.3667 A, PF=0.9700, V_out=1.0130 pu, I_out=508.3667 A, V_DT=1.0081 pu, P=95.1725 MW, Q=23.8525 MVar


[2026-05-17 01:16:37] [iter 121] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=729.2333 A, PF=0.9549, V_out=1.0200 pu, I_out=729.2333 A, V_DT=1.0200 pu, P=135.3250 MW, Q=42.0795 MVar
[2026-05-17 01:16:37] [iter 121] [Bus 2] P/Q/CMD -> V_in=1.0150 pu, I_in=373.5333 A, PF=0.9064, V_out=1.0150 pu, I_out=373.5333 A, V_DT=1.0104 pu, P=65.4740 MW, Q=30.5136 MVar
[2026-05-17 01:16:37] [iter 121] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=347.4333 A, PF=0.9189, V_out=1.0070 pu, I_out=347.4333 A, V_DT=1.0075 pu, P=61.2523 MW, Q=26.2961 MVar
[2026-05-17 01:16:37] [iter 121] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=471.3333 A, PF=0.8821, V_out=1.0100 pu, I_out=471.3333 A, V_DT=1.0100 pu, P=80.0057 MW, Q=42.7249 MVar
[2026-05-17 01:16:37] [iter 121] [Bus 5] P/Q/CMD -> V_in=1.0060 pu, I_in=476.4667 A, PF=0.9600, V_out=1.0060 pu, I_out=476.4667 A, V_DT=1.0080 pu, P=87.6708 MW, Q=25.5707 MVar


[2026-05-17 01:16:41] [iter 122] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=800.6333 A, PF=0.9850, V_out=1.0180 pu, I_out=800.6333 A, V_DT=1.0200 pu, P=152.9576 MW, Q=26.7954 MVar
[2026-05-17 01:16:41] [iter 122] [Bus 2] P/Q/CMD -> V_in=1.0140 pu, I_in=281.0000 A, PF=0.9770, V_out=1.0140 pu, I_out=281.0000 A, V_DT=1.0105 pu, P=53.0386 MW, Q=11.5762 MVar
[2026-05-17 01:16:41] [iter 122] [Bus 3] P/Q/CMD -> V_in=1.0040 pu, I_in=477.6000 A, PF=0.9318, V_out=1.0040 pu, I_out=477.6000 A, V_DT=1.0080 pu, P=85.1283 MW, Q=33.1608 MVar
[2026-05-17 01:16:41] [iter 122] [Bus 4] P/Q/CMD -> V_in=1.0120 pu, I_in=450.1000 A, PF=0.9178, V_out=1.0120 pu, I_out=450.1000 A, V_DT=1.0100 pu, P=79.6509 MW, Q=34.4572 MVar
[2026-05-17 01:16:41] [iter 122] [Bus 5] P/Q/CMD -> V_in=1.0130 pu, I_in=498.1000 A, PF=0.9900, V_out=1.0130 pu, I_out=498.1000 A, V_DT=1.0081 pu, P=95.1732 MW, Q=13.5614 MVar


[2026-05-17 01:16:45] [iter 123] [Bus 1] P/Q/CMD -> V_in=1.0260 pu, I_in=755.1333 A, PF=0.9666, V_out=1.0260 pu, I_out=755.1333 A, V_DT=1.0200 pu, P=142.6826 MW, Q=37.8317 MVar
[2026-05-17 01:16:45] [iter 123] [Bus 2] P/Q/CMD -> V_in=1.0120 pu, I_in=396.0667 A, PF=0.9216, V_out=1.0120 pu, I_out=396.0667 A, V_DT=1.0112 pu, P=70.3792 MW, Q=29.6409 MVar
[2026-05-17 01:16:45] [iter 123] [Bus 3] P/Q/CMD -> V_in=1.0080 pu, I_in=336.2667 A, PF=0.9481, V_out=1.0080 pu, I_out=336.2667 A, V_DT=1.0078 pu, P=61.2282 MW, Q=20.5346 MVar
[2026-05-17 01:16:45] [iter 123] [Bus 4] P/Q/CMD -> V_in=1.0130 pu, I_in=451.7000 A, PF=0.9158, V_out=1.0130 pu, I_out=451.7000 A, V_DT=1.0100 pu, P=79.8387 MW, Q=35.0142 MVar
[2026-05-17 01:16:45] [iter 123] [Bus 5] P/Q/CMD -> V_in=1.0040 pu, I_in=476.3333 A, PF=0.9761, V_out=1.0040 pu, I_out=476.3333 A, V_DT=1.0084 pu, P=88.9390 MW, Q=19.8017 MVar


[2026-05-17 01:16:49] [iter 124] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=881.3333 A, PF=0.9710, V_out=1.0180 pu, I_out=881.3333 A, V_DT=1.0200 pu, P=165.9818 MW, Q=40.8680 MVar
[2026-05-17 01:16:49] [iter 124] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=440.9333 A, PF=0.9145, V_out=1.0100 pu, I_out=440.9333 A, V_DT=1.0106 pu, P=77.5946 MW, Q=34.3288 MVar
[2026-05-17 01:16:49] [iter 124] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=430.4000 A, PF=0.9371, V_out=1.0070 pu, I_out=430.4000 A, V_DT=1.0084 pu, P=77.3822 MW, Q=28.8241 MVar
[2026-05-17 01:16:49] [iter 124] [Bus 4] P/Q/CMD -> V_in=1.0080 pu, I_in=503.6333 A, PF=0.8278, V_out=1.0080 pu, I_out=503.6333 A, V_DT=1.0100 pu, P=80.0670 MW, Q=54.2637 MVar
[2026-05-17 01:16:49] [iter 124] [Bus 5] P/Q/CMD -> V_in=1.0100 pu, I_in=491.1000 A, PF=0.9536, V_out=1.0100 pu, I_out=491.1000 A, V_DT=1.0083 pu, P=90.1179 MW, Q=28.4526 MVar


[2026-05-17 01:16:53] [iter 125] [Bus 1] P/Q/CMD -> V_in=1.0190 pu, I_in=794.3333 A, PF=0.9752, V_out=1.0190 pu, I_out=794.3333 A, V_DT=1.0200 pu, P=150.3917 MW, Q=34.1320 MVar
[2026-05-17 01:16:53] [iter 125] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=339.6667 A, PF=0.9267, V_out=1.0090 pu, I_out=339.6667 A, V_DT=1.0094 pu, P=60.5113 MW, Q=24.5390 MVar
[2026-05-17 01:16:53] [iter 125] [Bus 3] P/Q/CMD -> V_in=1.0110 pu, I_in=435.4000 A, PF=0.9572, V_out=1.0110 pu, I_out=435.4000 A, V_DT=1.0068 pu, P=80.2778 MW, Q=24.2735 MVar
[2026-05-17 01:16:53] [iter 125] [Bus 4] P/Q/CMD -> V_in=1.0120 pu, I_in=455.7667 A, PF=0.9087, V_out=1.0120 pu, I_out=455.7667 A, V_DT=1.0100 pu, P=79.8540 MW, Q=36.6843 MVar
[2026-05-17 01:16:53] [iter 125] [Bus 5] P/Q/CMD -> V_in=1.0110 pu, I_in=470.3667 A, PF=0.9777, V_out=1.0110 pu, I_out=470.3667 A, V_DT=1.0080 pu, P=88.5822 MW, Q=19.0271 MVar


[2026-05-17 01:16:57] [iter 126] [Bus 1] P/Q/CMD -> V_in=1.0150 pu, I_in=807.6667 A, PF=0.9820, V_out=1.0150 pu, I_out=807.6667 A, V_DT=1.0200 pu, P=153.3780 MW, Q=29.5012 MVar
[2026-05-17 01:16:57] [iter 126] [Bus 2] P/Q/CMD -> V_in=1.0080 pu, I_in=313.9667 A, PF=0.9756, V_out=1.0080 pu, I_out=313.9667 A, V_DT=1.0107 pu, P=58.8260 MW, Q=13.2386 MVar
[2026-05-17 01:16:57] [iter 126] [Bus 3] P/Q/CMD -> V_in=1.0050 pu, I_in=472.7667 A, PF=0.9295, V_out=1.0050 pu, I_out=472.7667 A, V_DT=1.0079 pu, P=84.1425 MW, Q=33.3874 MVar
[2026-05-17 01:16:57] [iter 126] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=478.0000 A, PF=0.8688, V_out=1.0100 pu, I_out=478.0000 A, V_DT=1.0100 pu, P=79.9139 MW, Q=45.5461 MVar
[2026-05-17 01:16:57] [iter 126] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=483.5333 A, PF=0.9626, V_out=1.0080 pu, I_out=483.5333 A, V_DT=1.0083 pu, P=89.3894 MW, Q=25.1589 MVar


[2026-05-17 01:17:01] [iter 127] [Bus 1] P/Q/CMD -> V_in=1.0220 pu, I_in=774.4000 A, PF=0.9831, V_out=1.0220 pu, I_out=774.4000 A, V_DT=1.0200 pu, P=148.2406 MW, Q=27.6048 MVar
[2026-05-17 01:17:01] [iter 127] [Bus 2] P/Q/CMD -> V_in=1.0110 pu, I_in=312.7667 A, PF=0.9776, V_out=1.0110 pu, I_out=312.7667 A, V_DT=1.0110 pu, P=58.8960 MW, Q=12.6800 MVar
[2026-05-17 01:17:01] [iter 127] [Bus 3] P/Q/CMD -> V_in=1.0110 pu, I_in=405.3333 A, PF=0.9263, V_out=1.0110 pu, I_out=405.3333 A, V_DT=1.0076 pu, P=72.3217 MW, Q=29.4180 MVar
[2026-05-17 01:17:01] [iter 127] [Bus 4] P/Q/CMD -> V_in=1.0040 pu, I_in=462.0000 A, PF=0.9001, V_out=1.0040 pu, I_out=462.0000 A, V_DT=1.0100 pu, P=79.5463 MW, Q=38.5035 MVar
[2026-05-17 01:17:01] [iter 127] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=507.5667 A, PF=0.9763, V_out=1.0090 pu, I_out=507.5667 A, V_DT=1.0081 pu, P=95.2623 MW, Q=21.1173 MVar


[2026-05-17 01:17:05] [iter 128] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=776.5667 A, PF=0.9681, V_out=1.0160 pu, I_out=776.5667 A, V_DT=1.0200 pu, P=145.5278 MW, Q=37.6656 MVar
[2026-05-17 01:17:05] [iter 128] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=372.5000 A, PF=0.9331, V_out=1.0100 pu, I_out=372.5000 A, V_DT=1.0114 pu, P=66.8851 MW, Q=25.7775 MVar
[2026-05-17 01:17:05] [iter 128] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=375.5333 A, PF=0.9126, V_out=1.0070 pu, I_out=375.5333 A, V_DT=1.0083 pu, P=65.7524 MW, Q=29.4577 MVar
[2026-05-17 01:17:05] [iter 128] [Bus 4] P/Q/CMD -> V_in=1.0080 pu, I_in=466.1667 A, PF=0.8886, V_out=1.0080 pu, I_out=466.1667 A, V_DT=1.0100 pu, P=79.5539 MW, Q=41.0646 MVar
[2026-05-17 01:17:05] [iter 128] [Bus 5] P/Q/CMD -> V_in=1.0110 pu, I_in=495.5667 A, PF=0.9750, V_out=1.0110 pu, I_out=495.5667 A, V_DT=1.0081 pu, P=93.0703 MW, Q=21.2109 MVar


[2026-05-17 01:17:09] [iter 129] [Bus 1] P/Q/CMD -> V_in=1.0240 pu, I_in=846.0667 A, PF=0.9749, V_out=1.0240 pu, I_out=846.0667 A, V_DT=1.0200 pu, P=160.9229 MW, Q=36.7508 MVar
[2026-05-17 01:17:09] [iter 129] [Bus 2] P/Q/CMD -> V_in=1.0080 pu, I_in=410.3667 A, PF=0.9163, V_out=1.0080 pu, I_out=410.3667 A, V_DT=1.0105 pu, P=72.2144 MW, Q=31.5632 MVar
[2026-05-17 01:17:09] [iter 129] [Bus 3] P/Q/CMD -> V_in=1.0060 pu, I_in=412.4000 A, PF=0.9635, V_out=1.0060 pu, I_out=412.4000 A, V_DT=1.0078 pu, P=76.1591 MW, Q=21.1608 MVar
[2026-05-17 01:17:09] [iter 129] [Bus 4] P/Q/CMD -> V_in=1.0070 pu, I_in=463.3333 A, PF=0.8990, V_out=1.0070 pu, I_out=463.3333 A, V_DT=1.0100 pu, P=79.9164 MW, Q=38.9314 MVar
[2026-05-17 01:17:09] [iter 129] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=475.3333 A, PF=0.9779, V_out=1.0080 pu, I_out=475.3333 A, V_DT=1.0082 pu, P=89.2702 MW, Q=19.0858 MVar


[2026-05-17 01:17:13] [iter 130] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=738.2333 A, PF=0.9729, V_out=1.0200 pu, I_out=738.2333 A, V_DT=1.0200 pu, P=139.5775 MW, Q=33.1730 MVar
[2026-05-17 01:17:13] [iter 130] [Bus 2] P/Q/CMD -> V_in=1.0110 pu, I_in=285.8333 A, PF=0.9779, V_out=1.0110 pu, I_out=285.8333 A, V_DT=1.0101 pu, P=53.8408 MW, Q=11.5111 MVar
[2026-05-17 01:17:13] [iter 130] [Bus 3] P/Q/CMD -> V_in=1.0100 pu, I_in=451.1333 A, PF=0.9015, V_out=1.0100 pu, I_out=451.1333 A, V_DT=1.0077 pu, P=78.2610 MW, Q=37.5704 MVar
[2026-05-17 01:17:13] [iter 130] [Bus 4] P/Q/CMD -> V_in=1.0050 pu, I_in=465.9333 A, PF=0.8964, V_out=1.0050 pu, I_out=465.9333 A, V_DT=1.0100 pu, P=79.9733 MW, Q=39.5447 MVar
[2026-05-17 01:17:13] [iter 130] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=465.3333 A, PF=0.9720, V_out=1.0080 pu, I_out=465.3333 A, V_DT=1.0083 pu, P=86.8649 MW, Q=20.9996 MVar


[2026-05-17 01:17:17] [iter 131] [Bus 1] P/Q/CMD -> V_in=1.0150 pu, I_in=881.2000 A, PF=0.9777, V_out=1.0150 pu, I_out=881.2000 A, V_DT=1.0200 pu, P=166.6094 MW, Q=35.7871 MVar
[2026-05-17 01:17:17] [iter 131] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=379.1000 A, PF=0.9075, V_out=1.0100 pu, I_out=379.1000 A, V_DT=1.0112 pu, P=66.2026 MW, Q=30.6430 MVar
[2026-05-17 01:17:17] [iter 131] [Bus 3] P/Q/CMD -> V_in=1.0050 pu, I_in=487.3000 A, PF=0.9622, V_out=1.0050 pu, I_out=487.3000 A, V_DT=1.0077 pu, P=89.7803 MW, Q=25.4117 MVar
